354,Necab2
355,Gm42738
356,Pex16
357,Xrcc3
358,Gm26063
359,App
360,Nop9
361,Vwa7
362,Azin2
363,Lpar2
364,Rsph3b
365,Zfp626
366,Slc35e4
367,Nol4l
368,Lins1
369,Rras2
370,1700007B14Rik
371,Atcay
372,Serpinb6c
373,G430049J08Rik
374,Ick
375,Rps27l
376,Spata1
377,Lrrn4cl
378,Gm17430
379,4933430I17Rik
380,Rnf19a
381,D930015M05Rik
382,Vmn2r81
383,Rpl27-ps1
384,Lix1
385,Glb1l2
386,Ccdc166
387,Gm13837
388,Paqr8
389,Map3k13
390,Prdm9
391,Hmgb2
392,Ten1
393,Stx7
394,6330562C20Rik
395,Gm20703
396,Gtf2h4
397,Ovol2
398,Gm7135
399,Zmynd10
400,Kctd8
401,Prkx
402,Gm27000
403,Cyp2d22
404,Dexi
405,Slc9a8
406,Eif2b5
407,Ifi202b
408,Gm16638
409,Swsap1
410,AI314180
411,Vangl2
412,9930104L06Rik
413,Tmem236
414,Gmps
415,Slc18a2
416,Bcar1
417,Gdap1
418,4932413F04Rik
419,Rhpn1
420,Tmem8b
421,Gm15770
422,Lhfp
423,Vcp
424,Ncf1
425,Cep250
426,Abhd3
427,Tek
428,Ncs1
429,Glmp
430,Nme4
431,Gm15208
432,Aamdc
433,Man2c1os
434,Casq1
435,Ppp4r4
436,Ppt2
437,Tbc1d9
438,Ctxn2
439,Nr2c2
440,Gm43055
441,Ifit1bl2
442,Gm9392
443,Hr
444,Mylpf
445,A730056A06Rik
446,Col25a1
447,4833412C05Rik
448,Bves
449,2700046A07Rik
450,Hint3
451,C1qtnf1
452,Gm16183
453,Inhbe
454,Rbm11
455,Inhbb
456,Klhl42
457,Col22a1
458,Zfp2
459,Ptrh2
460,Tbc1d20
461,Ogg1
462,Pex12
463,Ltk
464,Rgs22
465,Adra2a
466,Slc22a2
467,Primpol
468,Hs3st1
469,1110065P20Rik
470,Cdk11b
471,Kcnn2
472,Gm12749
473,Gm12932
474,Nos3
475,Scg3
476,Rbbp9
477,Gm5321
478,Utrn
479,Mapk12
480,Arg1
481,Pdgfrl
482,Dapk2
483,Ndn
484,Ankef1
485,Atp1b3
486,Cd200
487,Gm16234
488,Tomm22
489,Gm14055
490,Gtf2e1
491,Gprasp2
492,Kif24
493,Stk4
494,Htatip2
495,Dgkd
496,Mei1
497,Fam161a
498,Gm21905
499,Cd82
500,Gm8023
501,Sp3os
502,Rab3gap1
503,Gm23257
504,Gm5118
505,Cacng7
506,Gm13523
507,Tomm40l
508,Gm7285
509,Sc5d
510,Tbc1d8b
511,Rad51c
512,Panx2
513,Sash1
514,Ube2i
515,Slc6a8
516,Tnrc6b
517,Ccdc90b
518,Ppp2r5b
519,Gm13436
520,Fam83e
521,Gm28258
522,Sgta
523,Setmar
524,Inpp4a
525,Slc35b1
526,Zfp688
527,Lax1
528,Gm1604b
529,Gm42917
530,Gm24753
531,4930505M18Rik
532,Gm26081
533,Ift20
534,Pdlim4
535,Glra2
536,Atad3a
537,Gm36992
538,Tep1
539,3110062M04Rik
540,Gm11199
541,Slc16a9
542,Cdpf1
543,Nupl2
544,Trmt10c
545,Kcnk18
546,5730507C01Rik
547,Gm7027
548,Mug1
549,Myb
550,Morn4
551,Gm8199
552,Prkar2a
553,Gm15194
554,Lef1
555,Rpl21-ps13
556,Igsf10
557,Pi16
558,Dlgap2
559,Zbtb4
560,Map3k5
561,Lin9
562,Fbxo46
563,Cab39l
564,Gm10714
565,Amer3
566,Ccni
567,Cyb5r3
568,Fbxl2
569,Ndufb8
570,St3gal6
571,Selenbp1
572,Fbxw17
573,Tab1
574,Ctsa
575,Ank
576,Ell2
577,Secisbp2
578,Zeb1
579,Peli2
580,Gimap6
581,Dnase1l3
582,Ankrd35
583,Syt16
584,C130074G19Rik
585,BC028528
586,Tmem132d
587,Gm26910
588,Gamt
589,Gm14612
590,Rer1
591,Gm11346
592,Chil6
593,Gm9996
594,Gm24635
595,A230072C01Rik
596,Pus1
597,Zfp821
598,Gm28635
599,Unc5cl
600,Fam72a
601,Rapgef6
602,Mlip
603,Lilrb4a
604,Rab2b
605,Gm24887
606,Sys1
607,Rapgef1
608,Farp2
609,1810055G02Rik
610,Fuz
611,Gm26555
612,Gm7332
613,Rin1
614,Zfp467
615,Galntl6
616,Dbx2
617,Eya3
618,Nxpe4
619,Gtpbp6
620,Mir337
621,Rad52
622,Kcnrg
623,Ptpn14
624,Alas1
625,Rpp21
626,6720483E21Rik
627,Ndufa10
628,Plscr1
629,Slc43a3
630,Slirp
631,Dnajc2
632,Cep128
633,Rcl1
634,Cck
635,Inha
636,Gm11734
637,Gtf3c1
638,Rfc1
639,Slc15a3
640,Trps1
641,Lonrf2
642,Dnaja4
643,4930528G23Rik
644,Zfp827
645,Atp6v1d
646,Ccdc88c
647,Ddx59
648,Fbxo2
649,Spred3
650,Rbm34
651,Zfp943
652,0610007P14Rik
653,Tmem98
654,Blmh
655,Rhox13
656,Hook2
657,C8b
658,Elp3
659,Sipa1l2
660,Ino80e
661,Fam222b
662,Adarb1
663,Car2
664,Zfp287
665,Gdpd3
666,Zfp207
667,Zscan26
668,Kng2
669,Dpysl2
670,Gm23902
671,Plekhg5
672,Vps33b
673,Tmem196
674,1700071M16Rik
675,Zfhx4
676,Map2k4
677,Arntl2
678,Myg1
679,Gm867
680,Cep192
681,Tunar
682,Ehbp1
683,Fabp3
684,Scnm1
685,Kat5
686,Chst1
687,Map1b
688,Nupr1l
689,Nisch
690,Stt3a
691,Helq
692,Fars2
693,Psrc1
694,Dis3l
695,Oasl2
696,Gm43660
697,Ccar1
698,Rasl11b
699,Gm28539
700,P2rx1
701,Rab11fip1
702,Ctbs
703,Smg9
704,Snx15
705,4932441J04Rik
706,Phip
707,Lgi3
708,N4bp1
709,Camk2n2
710,Dpm3
711,Ubb
712,Psmc3
713,Ly9
714,Gng7
715,Nifk
716,Dll3
717,Pex13
718,Zfp113
719,Ddx25
720,Sh3bp4
721,Atp6v1g1
722,Arhgef9
723,Mapk8ip1
724,Trit1
725,Pkp4
726,Mfsd7b
727,Alb
728,Epha8
729,Gyg
730,Sh3bgrl2
731,Kdelr2
732,Dsc3
733,Tmem252
734,5430403G16Rik
735,Lamtor3
736,A230065N10Rik
737,Gm9850
738,Lamtor1
739,A430027H14Rik
740,C330022C24Rik
741,Kcnu1
742,Rpp25l
743,Gm13184
744,Vmn2r2
745,Apmap
746,Galnt13
747,Gm11542
748,Gm7290
749,Aldh3b3
750,Gm43376
751,Mob3c
752,Plch2
753,Tmem143
754,Clic4
755,Spidr
756,Rps15a-ps4
757,Nrg2
758,Serpina3m
759,Jag2
760,Neurl3
761,Ccl17
762,Cdk17
763,Prkaa1
764,Akt1s1
765,Tomm34
766,Gm7697
767,Rab3il1
768,Zmynd19
769,Gm16564
770,Slitrk4
771,Gm6934
772,Gstm4
773,Cnn2
774,St3gal2
775,Sema3g
776,Pik3ip1
777,Frem2
778,Il1rapl2
779,Atad2
780,Slc25a10
781,Tspyl1
782,Heatr1
783,Fndc5
784,Armc9
785,Cd47
786,Myof
787,Gstt1
788,Gm37108
789,Fbln1
790,Fbxo42
791,Nfkbid
792,Gm5100
793,Itgbl1
794,Arglu1
795,2310043O21Rik
796,Clybl
797,Psma6
798,Lrguk
799,Zfp229
800,Proz
801,P2rx3
802,Mmp16
803,Fam160b1
804,Sh3pxd2b
805,Hhipl2
806,Wdr95
807,Gm14150
808,Cdkn2aip
809,Hdac10
810,Slain1
811,Hnrnph1
812,Gm24403
813,Gm21847
814,Coa6
815,Slc38a11
816,Jph4
817,Ccdc85b
818,Ino80b
819,Sytl2
820,Trmt61a
821,Gm17215
822,Gm15884
823,Phf3
824,Mid1
825,Alg11
826,Nme8
827,A730081D07Rik
828,Hmgn2
829,Gm22753
830,Cdk6
831,Ppil6
832,Hspa9
833,Gsap
834,Chd8
835,Dnajc1
836,Gm14429
837,Amdhd1
838,Mettl23
839,Hadh
840,Hsd17b2
841,Pxmp4
842,Hoxaas3
843,Hbb-bt
844,Cyp2b9
845,P2ry14
846,Ier3ip1
847,Alyref2
848,Mrps35
849,Cdkn3
850,Gpr17
851,Npr1
852,Tufm
853,Eml4
854,Itpkc
855,Mpp7
856,Nol12
857,Rngtt
858,Gm12524
859,Gpx8
860,Gm17349
861,Usp2
862,Tmem130
863,Gm10689
864,A530084C06Rik
865,RP23-325D10.3
866,Psmb6
867,Dnajc30
868,1810007C17Rik
869,Ppp2ca
870,Mtdh
871,Psmd14
872,Gm12359
873,Gm5380
874,Zmat2
875,2410018L13Rik
876,Smim3
877,Fam171b
878,Marveld1
879,Dazap1
880,9630001P10Rik
881,Rps15-ps2
882,4930467D21Rik
883,Daxx
884,Ctss
885,Zfp526
886,D5Ertd579e
887,Tspyl2
888,Gpr85
889,Dscc1
890,Mrpl12
891,Gm16122
892,Gm14111
893,Vamp2
894,Papolg
895,Ckap4
896,1700042O10Rik
897,Gm5499
898,Atxn3
899,Phc3
900,Naga
901,Agpat5
902,Atp5h
903,Cct5
904,Fam50a
905,Cln8
906,Cnpy2
907,Gm15385
908,3110035E14Rik
909,Npc1
910,Tgfb1
911,Zbtb44
912,Gm42877
913,Il4
914,Srd5a3
915,Zfp964
916,Tecta
917,Chrnb1
918,Lgi2
919,Stk35
920,Sigirr
921,Timm8a1
922,Ifih1
923,Mrpl3
924,Tspan7
925,Shroom3
926,Gm37047
927,Slc35a3
928,Zbtb43
929,Cnp
930,Slx4ip
931,Smarcad1
932,2010309G21Rik
933,Slc52a2
934,Gm4854
935,Dok4
936,Ier2
937,Gm14052
938,Pxdn
939,Rundc3b
940,Gm2093
941,Vps8
942,Tarsl2
943,Dzip1l
944,Tmem231
945,Tmx4
946,Slc25a40
947,Dnajc3
948,Ddx10
949,Egfl8
950,Eif3l
951,Galnt18
952,Tmem178b
953,Atp5c1
954,Plscr4
955,4930522L14Rik
956,Gm21972
957,Kdsr
958,Cox14
959,Caly
960,Gm11361
961,Man2b2
962,Gm26884
963,Fra10ac1
964,Gm15774
965,Gbf1
966,Gm5398
967,Gm43791
968,Api5
969,Psmc6
970,Btg3
971,Rpl22-ps1
972,Rpl3-ps1
973,Adh5
974,Aard
975,Gm15429
976,Rufy1
977,Gm11579
978,Arl8a
979,Map1a
980,Accs
981,Gm12258
982,Speer6-ps1
983,Prdx6
984,4732491K20Rik
985,Arc
986,Mrpl48-ps
987,Rps16-ps2
988,Rassf1
989,Gm5441
990,Gm6723
991,Mmp17
992,Cnot6
993,Zfp143
994,0610040B10Rik
995,Lrp1
996,Ncoa4
997,Gfod1
998,4930404I05Rik
999,Dok7
1000,Gm20708
1001,Mical2
1002,Ptpdc1
1003,4930445B16Rik
1004,Acpp
1005,Ggt7
1006,Wdr45
1007,Gng2
1008,Rps11
1009,Ssbp2
1010,Slc36a4
1011,BC065397
1012,Dnmt3b
1013,Gm28375
1014,C2cd4d
1015,Exoc1
1016,Rfx1
1017,Prkce
1018,Pgm3
1019,9030622O22Rik
1020,Tprkb
1021,Btk
1022,BC018473
1023,Smurf2
1024,Gm43668
1025,Teddm2
1026,Mtr
1027,4931428F04Rik
1028,Rbp4
1029,Efhd2
1030,Mxi1
1031,Ndor1
1032,Gm38293
1033,Gpr108
1034,Prok1
1035,Ifi204
1036,Ccne2
1037,Flywch1
1038,Snta1
1039,Mtx3
1040,Fancm
1041,Maged1
1042,Zfp867
1043,Gm10638
1044,Gm14372
1045,Anapc2
1046,St8sia3os
1047,Rhag
1048,Tmem240
1049,Gm12705
1050,Adam19
1051,Atp6v0a4
1052,Plxna4
1053,2700038G22Rik
1054,Zfp707
1055,Atp5o
1056,Manea
1057,Gdi1
1058,Gm43698
1059,Gm37799
1060,Gm16043
1061,Gm17606
1062,Mx2
1063,Cct6a
1064,Efnb2
1065,Gm28535
1066,Mrps16
1067,A930004D18Rik
1068,Slc6a15
1069,Cbwd1
1070,Bbip1
1071,Tube1
1072,Hydin
1073,Aebp2
1074,Klk7
1075,Gabpa
1076,Hist1h2bh
1077,Tmf1
1078,Gm16576
1079,Gm17244
1080,Rnf146
1081,Hist1h2ab
1082,Chga
1083,Pramef8
1084,S100a6
1085,Ubc
1086,Tsfm
1087,Ppp1r13b
1088,Mnat1
1089,Idi1
1090,Gm6060
1091,Mob1b
1092,Gm28904
1093,Sos1
1094,Gm37607
1095,Numb
1096,Rpl37
1097,Osbpl5
1098,Hps5
1099,Gm13130
1100,Itga10
1101,Fundc2
1102,Rbp7
1103,Ndufb2
1104,Cfl1
1105,Gm37240
1106,Shroom1
1107,Nt5c2
1108,Tmem88
1109,Gm16201
1110,Cttnbp2
1111,Ddx20
1112,Gm10545
1113,Nudcd2
1114,Tmem9b
1115,Gm7353
1116,Pirt
1117,Vsig10
1118,Serpine2
1119,Ppp1r35
1120,Ocrl
1121,1700028J19Rik
1122,Osbpl9
1123,Nkain3
1124,Gm26798
1125,Tsc2
1126,1700061G19Rik
1127,Gm25705
1128,Inppl1
1129,Ttc4
1130,4930435E12Rik
1131,Gcat
1132,Gm5372
1133,Inpp1
1134,Plec
1135,Gm16169
1136,Gm12147
1137,8030423F21Rik
1138,Fxn
1139,Tpt1
1140,Hsdl1
1141,Gm10718
1142,Cbln4
1143,Stk32b
1144,1700085C21Rik
1145,Gm12592
1146,Vmn2r109
1147,Lyrm9
1148,BC048403
1149,Mri1
1150,Vps26a
1151,Tmco6
1152,Gm37811
1153,Igsf9
1154,Insrr
1155,Dusp4
1156,Gm2824
1157,AA465934
1158,Chst12
1159,Clvs2
1160,6820431F20Rik
1161,Aif1l
1162,Gm37768
1163,Pcna-ps2
1164,Ttbk1
1165,Col1a2
1166,Shank1
1167,Nudt15
1168,1700025M24Rik
1169,Ptgfr
1170,Gm13854
1171,Gal3st3
1172,Gucy1a2
1173,Ofcc1
1174,Gm25219
1175,Polr3a
1176,Tnfrsf23
1177,BC055324
1178,Slco2b1
1179,Pappa2
1180,Bag5
1181,Gm22418
1182,Tle4
1183,Cib3
1184,Orc1
1185,Slc25a54
1186,Olfr1406
1187,Psma4
1188,Ano10
1189,Slco6b1
1190,Gm12222
1191,Mcu
1192,Usp15
1193,Tbx18
1194,St6gal2
1195,Nbeal2
1196,Ptch2
1197,Rffl
1198,Rnd3
1199,Ppp1r3fos
1200,Sema4a
1201,Gm5570
1202,Map4k5
1203,Tprgl
1204,Pik3r1
1205,Dcaf12l1
1206,Gm42933
1207,Zc4h2
1208,Ap4e1
1209,Nog
1210,Mrpl10
1211,Npffr2
1212,Lrrc47
1213,Gm5457
1214,Mmp15
1215,Ap1s2
1216,Wrap73
1217,Ppp1r10
1218,AW554918
1219,Gm26901
1220,Adamts1
1221,Aasdhppt
1222,Me2
1223,March6
1224,1600002H07Rik
1225,Gm15702
1226,Il17rd
1227,Mboat7
1228,AI838599
1229,Vipr1
1230,Tprg
1231,Lrfn1
1232,D130040H23Rik
1233,Pcdh12
1234,Ttll4
1235,Rfx2
1236,Isg20l2
1237,Cstf2t
1238,Elp4
1239,Tk2
1240,Kank3
1241,Dgka
1242,Gm38124
1243,Gm12104
1244,Ttc16
1245,Cdk8
1246,Gm10575
1247,Ldhd
1248,2210016F16Rik
1249,C2
1250,Pls3
1251,Raph1
1252,Timp1
1253,Gm13572
1254,Bicd1
1255,Eldr
1256,Fzd1
1257,Arf3
1258,Lta4h
1259,Mcc
1260,Fam219aos
1261,Bach2
1262,Kif18b
1263,Eme2
1264,Golgb1
1265,Arfip2
1266,Cd276
1267,Dtymk
1268,Ubr3
1269,Cdh7
1270,Sf3a1
1271,Lclat1
1272,Ldb2
1273,Gm12868
1274,B3gat3
1275,Bin2
1276,Rhcg
1277,Lrrc8dos
1278,Zfp354c
1279,Gpn1
1280,Gm5454
1281,Ctc1
1282,Iqck
1283,Hnrnpa3
1284,Chpf
1285,Fkbp5
1286,Chil1
1287,Gm26973
1288,Gtf2h2
1289,Calr3
1290,Srrm3
1291,Txn2
1292,E230016M11Rik
1293,Gm14264
1294,Mrgpra3
1295,Uxt
1296,Gm26427
1297,Cnot7
1298,Axin1
1299,Zbed5
1300,Ube2e2
1301,Nup43
1302,Dclk2
1303,Gm11884
1304,Ckap2
1305,Tnk1
1306,Gm19932
1307,Tmed3
1308,Ccr5
1309,Atp6v0d1
1310,Cmtm3
1311,Akt1
1312,Hipk4
1313,Hspb2
1314,Kdm3a
1315,Oxa1l
1316,1700123O21Rik
1317,Vgf
1318,Srpk1
1319,Gm2429
1320,Mphosph8
1321,Asna1
1322,Tmem256
1323,Zfp59
1324,F10
1325,Gm24522
1326,Mtmr12
1327,Kcnip4
1328,Ak3
1329,Gm10540
1330,Itpkb
1331,Pdcd10
1332,Utp11l
1333,Gpkow
1334,Rbbp8
1335,Oprm1
1336,Nrp1
1337,Gm9843
1338,Hnmt
1339,Pdlim2
1340,Dusp5
1341,Ssc4d
1342,1810062O18Rik
1343,Hrh3
1344,Ccdc83
1345,Bcas1
1346,Pcsk6
1347,Gm5874
1348,Cd33
1349,A830012C17Rik
1350,Plin2
1351,Gm4285
1352,Rhbdd2
1353,Dync1li2
1354,Gm9839
1355,Prkab1
1356,Gm43766
1357,Cars
1358,Cfap61
1359,Erich2
1360,F3
1361,Lmntd2
1362,Cmas
1363,Gm38037
1364,Hist1h4d
1365,Ccdc124
1366,Fam206a
1367,Gm37850
1368,Gpbp1l1
1369,Setd3
1370,Sspn
1371,Ckap5
1372,Atp2c1
1373,Dpy19l3
1374,Gm13829
1375,Ndfip2
1376,Rab13
1377,Nyap1
1378,Malat1
1379,Tspo2
1380,Vac14
1381,Supt16
1382,Hmha1
1383,Gm37755
1384,Dlec1
1385,Rabep2
1386,Gm4969
1387,Gtf2a1
1388,Hilpda
1389,Ptprn
1390,Chuk
1391,Agtrap
1392,Ptger1
1393,Gstcd
1394,Ftl1
1395,Otud3
1396,Bcap29
1397,Faf2
1398,Tnni3k
1399,Amfr
1400,Fam198b
1401,Ltbp2
1402,Grrp1
1403,Slc12a8
1404,Gm29129
1405,Gm7266
1406,Slc2a3
1407,1110038F14Rik
1408,Gli2
1409,Pex7
1410,Cep170b
1411,Gm2986
1412,Gm38143
1413,Eif4e
1414,Dcc
1415,Krtcap3
1416,Sec24b
1417,Wars
1418,Spem1
1419,Smyd4
1420,Oip5
1421,Gm37336
1422,Dna2
1423,Gm17106
1424,Pigg
1425,9330160F10Rik
1426,Kcnj2
1427,Vash2
1428,Ganab
1429,K230010J24Rik
1430,Etf1
1431,Camk2g
1432,Cuedc1
1433,Myl6b
1434,Gm15584
1435,Gcdh
1436,Kcne2
1437,Akap11
1438,Dnajb4
1439,Nfam1
1440,Gm16235
1441,Pdzph1
1442,Atpaf1
1443,Tmem120a
1444,Zfp628
1445,Sctr
1446,Rhbdd3
1447,Arpp19
1448,Tmem45b
1449,Tcf4
1450,Smim15
1451,Cyb561d1
1452,Zfp423
1453,Akap10
1454,BB365896
1455,Scn2b
1456,Tanc2
1457,Fh1
1458,Tpi1
1459,Rpl28-ps1
1460,Efcc1
1461,Chd1l
1462,3110053B16Rik
1463,Sft2d2
1464,Slf1
1465,Maz
1466,Dach1
1467,Rab11fip2
1468,Wdyhv1
1469,Gm21860
1470,Usp45
1471,Ocln
1472,Cyp2j14-ps
1473,Stat2
1474,Amd1
1475,Rps27
1476,Mmp19
1477,Hk1
1478,Gm14146
1479,Dnah14
1480,Vps26b
1481,Lhx4
1482,Cdk7
1483,Cdrt4os1
1484,Tub
1485,Pold2
1486,Sec11a
1487,Saal1
1488,Lingo3
1489,Gm10640
1490,Mpc1-ps
1491,Metrn
1492,Gm4189
1493,Gm15419
1494,3010003L21Rik
1495,Gm43808
1496,Zbtb5
1497,Fam129b
1498,Mark4
1499,Pask
1500,Cym
1501,Gm20629
1502,Gm13413
1503,Cecr6
1504,Snrnp48
1505,Pi4ka
1506,4930545L23Rik
1507,Bdp1
1508,Copb1
1509,Gm7541
1510,Frmd6
1511,Obox1
1512,Spi1
1513,2700062C07Rik
1514,Susd4
1515,Lonp2
1516,Nfatc4
1517,Gm13202
1518,Tubd1
1519,Myo1d
1520,Arxes2
1521,Comp
1522,Arhgap4
1523,Zfp941
1524,Snx21
1525,Gm20430
1526,Gm26594
1527,Nrxn2
1528,Kynu
1529,Neurl4
1530,Polr2b
1531,B230112J18Rik
1532,Efnb3
1533,Cdkn2b
1534,Gm11281
1535,Slc25a39
1536,Slc7a10
1537,Insm1
1538,Pstpip2
1539,Glg1
1540,S100a10
1541,Mbd5
1542,Dcun1d1
1543,Ccnj
1544,Dctn6
1545,Gm26735
1546,Ercc1
1547,Aim1l
1548,Gpr12
1549,Dhx36
1550,Pdgfa
1551,Gm37874
1552,Car8
1553,Gm24211
1554,Gm29387
1555,Zfp36l2
1556,Gm13429
1557,1700111N16Rik
1558,Arl5b
1559,Zbtb3
1560,Ccdc58
1561,Srp68
1562,Stard3
1563,Zfp719
1564,Tpgs1
1565,Ubac1
1566,Asprv1
1567,Trim72
1568,Gm6525
1569,Phactr4
1570,Dhx16
1571,Gm20548
1572,Gm20517
1573,Ascc3
1574,Wdr34
1575,Aqp12
1576,Cmya5
1577,Pts
1578,Adcy5
1579,Gm6863
1580,Smco4
1581,Auts2
1582,Fnbp1l
1583,Col4a3
1584,Tjap1
1585,Gm28379
1586,Ccdc169
1587,Nsmce2
1588,Ube2s
1589,Gm10701
1590,Apobec4
1591,Acaa1a
1592,Faim
1593,Msantd4
1594,D430042O09Rik
1595,Gtpbp10
1596,Atp2b4
1597,Dnajc8
1598,Kcnab1
1599,Slc39a2
1600,Fam120b
1601,Tha1
1602,Dvl2
1603,Gm13710
1604,Kcnh6
1605,Neurod4
1606,Erf
1607,Cops2
1608,Plekhs1
1609,Hadha
1610,Slc2a6
1611,Serpina1b
1612,Gm26851
1613,Rsl1d1
1614,Rpl21-ps5
1615,Gng11
1616,Wasf1
1617,Shisa6
1618,Sds
1619,Tfb2m
1620,Faap100
1621,Tubg2
1622,Adam10
1623,Zfp281
1624,Itgb8
